X,HN,APOE,ID,Treatment,Genotype,Sex,Age,Age_Cat,Diet,Stage,Trial,Distance,Time.freezing,Time.mobile,Object1_head.entries,Object1_head.time,Obj1_RI,Object1_latency.to.first.entry,Object1_time.mobile,Object1_time.immobile,Object1...in.zone.oriented.to.centre,Object1_time.freezing,Object2_head.entries,Object2_head.time,Obj2_RI,Object2_latency.to.first.entry,Object2_time.mobile,Object2_time.immobile,Object2...in.zone.oriented.to.centre,Object2_time.freezing,Object3_head.entries,Object3.headtime,Object3_latency.to.first.entry,Object3...in.zone.oriented.to.centre,Object4_head.entries,Object4.headtime,Object4_latency.to.first.entry,Object4...in.zone.oriented.to.centre,Outerzone_head.entries,Outerzone.headtime,Outerzone.distance,Outerzone_latency.to.first.entry,Outerzone_average.speed,Outerzone_time.mobile,Outerzone_time.immobile,Outerzone_time.freezing,Centerzone_head.entries,Centerzone_head.time,Centerzone_distance,Centerzone_latency.to.first.entry,Centerzone_average.speed,Centerzone_time.mobile,Centerzone_time.immobile,Centerzone.time.freezing,Object1Center...head.time.oriented.towards,Object2Center...head.time.oriented.towards,Total_time,Tracked_time,Percentage_time_center,Percentage_time_outerzone
4220,1,APOE3,210614-31,E3HN_F,E3HN,Female,12,Young,HFD,Day2_ShortTermMemory,4,3.16,29.5,64.5,7,16.5,0.8967391,68.3,12.3,4.2,3.8,0,2,1.9,0.1032609,1.3,1.9,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,18,80.6,1.814,3.5,0.025,31.4,41.4,26.1,11,16.2,0.47,0,0.053,8.8,0,0,29.2,27.8,94,107.7,8.17084494,29.15506035
4221,1,APOE3,210614-17,E3HN_F,E3HN,Female,12,Young,Control,Day2_ShortTermMemory,4,0.026,114,1.1,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,120,0.026,0,0,1.1,118.9,114,0,0,0,NA,NA,0,0,0,NA,NA,115.1,234,0,0.47008547
4222,1,APOE3,210614-18,E3HN_F,E3HN,Female,12,Young,Control,Day2_ShortTermMemory,4,1.636,104.7,13.6,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,117.8,1.322,0,0.011,11.8,106.4,104.7,0,0,0,NA,NA,0,0,0,NA,NA,118.3,222.9,0,5.293853746
4223,1,APOE3,210614-19,E3HN_F,E3HN,Female,12,Young,Control,Day2_ShortTermMemory,4,3.701,91.9,25.8,4,2.1,0.4772727,96,2.1,0,1.8,0,1,2.3,0.5227273,91.9,2.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,96.1,0.894,1.7,0.009,6.1,89.4,88.1,4,15.6,1.086,0,0.061,12.9,4.8,3.8,NA,NA,117.7,205.1,6.289614822,2.974158947
4224,1,APOE3,210614-20,E3HN_F,E3HN,Female,12,Young,Control,Day2_ShortTermMemory,4,1.218,72.7,25.6,0,0,0,NA,0,0,0,0,2,4.4,1,31.1,0.6,3.8,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,4,110.8,0.955,0,0.009,21.7,90.3,72.7,5,4,0.034,35.2,0.019,1.8,0,0,16.3,17.9,98.3,186.5,0.965147453,11.63538874
4225,1,APOE3,210614-21,E3HN_F,E3HN,Female,12,Young,Control,Day2_ShortTermMemory,4,2.663,62.2,38.2,0,0,0,NA,0,0,0,0,4,2.1,1,26.6,1.7,0.5,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,11,101.7,2.534,0,0.023,34.1,77.1,61,1,2.6,0,28.6,0,0.4,0,0,NA,NA,100.4,172.6,0.23174971,19.7566628
4226,1,APOE3,210614-22,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,0.327,108.9,7.2,1,0.4,1,3.3,0,0.4,0,0.4,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,107.2,0.159,13.3,0.001,3.9,102.8,100.9,1,8.3,0.066,0,0.006,1,9.9,8,NA,NA,116.1,226.5,0.441501104,1.721854305
4227,1,APOE3,210614-23,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,0.363,104.7,8.9,0,0,0,NA,0,0,0,0,1,1.5,1,3.5,1.5,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,111.3,0,24.6,0,0,3.8,3.6,1,6.6,0.173,1.2,0.027,6.3,0,0,NA,NA,113.6,13.7,45.98540146,0
4228,1,APOE3,210614-24,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,1.965,38.4,31,2,5.6,0.8615385,80.2,0.9,4.6,0.9,0,2,0.9,0.1384615,15.3,0.9,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,11,80.7,1.062,6.8,0.012,18.8,72.8,33.7,4,20.3,0.523,0,0.026,7.1,12.6,3,14.1,10.3,69.4,148,4.797297297,12.7027027
4229,1,APOE3,210614-25,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,3.203,46.5,47.7,2,2.6,0.490566,1.7,2.6,0,0.3,0,3,2.7,0.509434,17.4,0.8,1.8,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,15,95.3,2.224,2.7,0.022,33.2,67.3,45.3,4,9.7,0.477,0,0.066,7.2,0,0,NA,NA,94.2,153,4.705882353,21.69934641
4230,1,APOE3,210614-26,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,1.957,82.5,27.8,0,0,0,NA,0,0,0,0,2,6.9,1,38.7,3.7,3.2,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,9,77.6,1.724,0,0.017,20.9,78.3,75.3,2,7.4,0.117,40.1,0.026,2.6,1.9,0,NA,NA,110.3,179,1.452513966,11.67597765
4231,1,APOE3,210614-27,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,1.535,89.9,29,0,0,0,NA,0,0,0,0,3,2.2,1,31.9,2.2,0,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,3,112.4,1.141,1.7,0.01,21.4,91,89.9,3,1.3,0.042,0,0.034,1.2,0,0,NA,NA,118.9,203.5,0.58968059,10.51597052
4232,1,APOE3,210614-28,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,2.3,34.2,40.9,3,3,0.6666667,69.2,3,0,0.8,0,1,1.5,0.3333333,65.9,1.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,11,99.4,1.731,0,0.016,30.7,79.1,34.2,4,2.4,0.123,68.6,0.041,3,0,0,18.7,12.7,75.1,147,2.040816327,20.88435374
4233,1,APOE3,210614-29,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,2.134,59.4,35.2,0,0,0,NA,0,0,0,0,3,6.4,1,26.2,4.4,2,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,7,95.5,1.885,1.1,0.017,27.1,82.4,59.3,4,3.6,0,NA,NA,0,0,0,NA,NA,94.6,168.8,0,16.05450237
4234,1,APOE3,210614-30,E3HN_M,E3HN,Male,12,Young,Control,Day2_ShortTermMemory,4,0.427,110,8.4,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,114.5,0.294,0.8,0.003,7.7,109.6,108.5,1,0.3,0.095,0,0.178,0.5,0,0,NA,NA,118.4,226.3,0.220945647,3.40256297
4235,1,APOE2,210614-1,E2HN_F,E2HN,Female,12,Young,HFD,Day3_Novel Object2,1,3.931,52.6,51,3,1.6,0.2191781,89.7,1.6,0,0.6,0,6,5.7,0.7808219,69.3,5.7,0,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,11,100.5,2.367,0,0.023,31.9,69,52.6,7,7.6,0.541,89.1,0.067,8.1,0,0,13.1,9.7,103.6,161.6,5.012376238,19.74009901
4236,1,APOE2,210614-2,E2HN_F,E2HN,Female,12,Young,HFD,Day3_Novel Object2,1,1.381,78.1,16.4,1,0.6,1,0.4,0.6,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,103.5,1.272,1.6,0.011,14.8,103.6,78.1,0,0,0,NA,NA,0,0,0,NA,NA,94.5,196.5,0,7.531806616
4237,1,APOE2,210614-3,E2HN_F,E2HN,Female,12,Young,HFD,Day3_Novel Object2,1,2.801,83.1,42.1,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,111.7,2.391,0,0.021,35.9,77.9,82.6,1,1.8,0.26,33.5,0.093,2.8,0,0,NA,NA,125.2,199.2,1.40562249,18.02208835
4238,1,APOE2,210614-4,E2HN_F,E2HN,Female,12,Young,HFD,Day3_Novel Object2,1,3.774,76,36.2,1,0.4,0.2857143,78.6,0.4,0,0,0,3,1,0.7142857,74.3,1,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,114.1,3.32,0,0.029,31.1,83.8,76,1,3.6,0.226,76.1,0.078,2.9,0,0,NA,NA,112.2,193.8,1.496388029,16.04747162
4239,1,APOE2,210614-5,E2HN_F,E2HN,Female,12,Young,HFD,Day3_Novel Object2,1,7.284,5.2,91.2,8,6.6,0.3975904,9.7,6.6,0,3.4,0,8,10,0.6024096,39.5,10,0,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,17,69.8,3.262,0.5,0.048,41.6,26.8,4,18,25.4,1.719,9.1,0.075,21,2,1.1,12.6,9.4,96.4,96.5,21.76165803,43.10880829
4240,1,APOE2,210614-6,E2HN_M,E2HN,Male,12,Young,HFD,Day3_Novel Object2,1,6.3,19.6,62.7,6,3.7,0.3978495,99.9,3.7,0,0.9,0,3,5.6,0.6021505,82.1,5.6,0,3.2,0,NA,NA,NA,NA,NA,NA,NA,NA,16,82.4,3.152,2.1,0.046,30,38.2,10.4,7,12.9,0.444,2.7,0.037,5.6,6.5,3.9,NA,NA,82.3,94.6,5.919661734,31.71247357
4241,1,APOE2,210614-7,E2HN_M,E2HN,Male,12,Young,HFD,Day3_Novel Object2,1,3.87,78.1,36,1,0.1,0.3333333,108.6,0.1,0,0,0,1,0.2,0.6666667,118.4,0.2,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,10,103.9,2.399,0,0.023,22.6,81.8,78,3,3.8,0.476,70.2,0.088,5.4,0,0,NA,NA,114.1,187.8,2.875399361,12.03407881
4242,1,APOE3,210614-8,E3HN_M,E3HN,Male,12,Young,HFD,Day3_Novel Object2,1,2.725,78.9,30.9,0,0,0,NA,0,0,0,0,2,1.6,1,86.3,1.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,113.7,2.224,1.7,0.02,23.2,89.1,78.9,2,5.2,0.366,0,0.072,5.1,0,0,NA,NA,109.8,196.3,2.598064187,11.81864493
4243,1,APOE3,210614-9,E3HN_M,E3HN,Male,12,Young,HFD,Day3_Novel Object2,1,4.249,11.1,61.9,3,3.1,0.2818182,81.9,3.1,0,1.5,0,3,7.9,0.7181818,43.4,4.9,3,3.8,0,NA,NA,NA,NA,NA,NA,NA,NA,11,82.8,2.676,0,0.032,37.7,44.8,8.7,7,22.7,0.462,48,0.027,7.2,9.9,2.4,6.7,7.8,73,110.7,6.504065041,34.05600723
4244,1,APOE3,210614-10,E3HN_M,E3HN,Male,12,Young,HFD,Day3_Novel Object2,1,3.568,31.2,52.8,4,5.8,0.6041667,50.3,3.3,2.5,1.9,0,3,3.8,0.3958333,56.3,3.8,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,10,86.7,2.261,0,0.026,31.4,55.9,25.4,7,16.5,0.445,57.3,0.035,10.5,2.3,1.4,NA,NA,84,126.9,8.274231678,24.74389283
4245,1,APOE3,210614-11,E3HN_M,E3HN,Male,12,Young,HFD,Day3_Novel Object2,1,2.375,74.5,35.5,2,6.2,0.488189,42.6,1.4,4.8,0.6,1.4,2,6.5,0.511811,65.2,1.2,5.2,1.1,4.4,NA,NA,NA,NA,NA,NA,NA,NA,5,99.3,1.749,0.2,0.018,26.5,71.9,66.4,8,6.6,0.198,10.7,0.112,1.8,0,0,NA,NA,110,166.6,1.080432173,15.90636255
4246,1,APOE3,210614-12,E3HN_M,E3HN,Male,12,Young,HFD,Day3_Novel Object2,1,2.443,85.7,32.1,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9,117.3,2.367,0,0.02,31.1,87.9,85.7,0,0,0,NA,NA,0,0,0,NA,NA,117.8,204.7,0,15.19296532
4247,1,APOE3,210614-13,E3HN_F,E3HN,Female,12,Young,HFD,Day3_Novel Object2,1,4.36,38.5,40,2,3.1,0.7560976,37.9,3.1,0,2.7,0,2,1,0.2439024,45.1,1,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,7,107.9,2.994,0,0.027,31.4,79.7,38.5,2,5.5,0.28,15.5,0.069,4.1,0,0,7.8,5.9,78.5,153.7,2.667534157,20.42940794
4248,1,APOE3,210614-14,E3HN_F,E3HN,Female,12,Young,HFD,Day3_Novel Object2,1,2.673,57.2,43.8,3,1.3,1,52.8,1.3,0,0.4,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,111.5,2.05,0,0.018,38,76.2,57.2,0,0,0,NA,NA,0,0,0,NA,NA,101,171.4,0,22.17036173
4249,1,APOE3,210614-15,E3HN_F,E3HN,Female,12,Young,HFD,Day3_Novel Object2,1,4.864,65.6,70,0,0,0,NA,0,0,0,0,2,3.1,1,95.1,3.1,0,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,9,97.8,3.045,0,0.035,52.6,35.5,54,3,3.8,0.529,27.3,0.066,8,0,0,NA,NA,135.6,150.1,5.329780147,35.04330446
4250,1,APOE3,210614-16,E3HN_F,E3HN,Female,12,Young,HFD,Day3_Novel Object2,1,2.59,63.4,39.3,1,0.6,0.04651163,46.1,0.6,0,0.2,0,6,12.3,0.9534884,10.2,3.3,9.1,2.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,9,85.9,1.22,0,0.015,23.3,60.1,51,5,7.9,0.33,52,0.067,4.9,0,0,NA,NA,102.7,139.3,3.51758794,16.72648959
4251,1,APOE3,210614-31,E3HN_F,E3HN,Female,12,Young,HFD,Day3_Novel Object2,1,6.618,20.2,77.2,2,4.5,0.3658537,37,4.5,0,2.1,0,6,7.8,0.6341463,17.4,4.9,2.9,4.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,15,79.8,4.007,0,0.052,50,26.9,12.4,10,20.4,0.878,16.8,0.053,8.2,8.4,3.7,19.7,14.5,97.4,109.6,7.481751825,45.62043796
4252,1,APOE3,210614-17,E3HN_F,E3HN,Female,12,Young,Control,Day3_Novel Object2,1,4.665,33.4,39.2,1,0.5,0.8333333,98.4,0.5,0,0.2,0,1,0.1,0.1666667,94.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,111.1,2.82,0,0.026,27,80.8,33.4,1,0.2,0.61,67.3,0.178,3.4,0,0,NA,NA,72.6,144.6,2.35131397,18.67219917
4253,1,APOE3,210614-18,E3HN_F,E3HN,Female,12,Young,Control,Day3_Novel Object2,1,8.335,55.4,54.8,0,0,0,NA,0,0,0,0,2,2.5,1,46.2,2.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,102.8,2.856,0,0.043,18.3,47.4,29.4,2,11.5,2.123,43.8,0.11,11.8,7.6,8.6,NA,NA,110.2,123.1,9.585702681,14.86596263
4254,1,APOE3,210614-19,E3HN_F,E3HN,Female,12,Young,Control,Day3_Novel Object2,1,5.744,69.4,52.6,3,2.3,0.3965517,49.5,2.3,0,0.7,0,3,3.5,0.6034483,33.6,3.5,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,9,98.1,2.851,0,0.031,27.6,65,68.2,2,15.7,1.114,32.9,0.06,16,2.5,0.3,NA,NA,122,179.6,8.908685969,15.3674833
4255,1,APOE3,210614-20,E3HN_F,E3HN,Female,12,Young,Control,Day3_Novel Object2,1,4.218,23.2,65.9,1,2.1,0.2333333,48.3,2.1,0,0.7,0,4,6.9,0.7666667,10.5,4.5,2.3,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,12,82.4,2.353,0,0.025,45.2,48.8,23.2,7,10.1,0.374,22.7,0.075,4.8,0.1,0,13.9,10.5,89.1,122.1,3.931203931,37.01883702
4256,1,APOE3,210614-21,E3HN_F,E3HN,Female,12,Young,Control,Day3_Novel Object2,1,3.332,37.5,48.2,0,0,0,NA,0,0,0,0,2,2.2,1,75,2.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,109.6,2.573,0.4,0.024,38.2,68.6,35.4,3,1.5,0.03,75.6,0.017,1.7,0,0,NA,NA,85.7,143.9,1.181375956,26.54621265
4257,1,APOE3,210614-22,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,4.647,69.9,59.6,1,2.2,0.6111111,45.1,2.2,0,0,0,2,1.4,0.3888889,62.1,1.2,0.1,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,10,66.6,1.317,13.8,0.058,13.2,9.4,10.6,8,11.8,0.795,0.2,0.025,27.7,4,16.2,NA,NA,129.5,81.1,34.15536375,16.27620222
4258,1,APOE3,210614-23,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,1.686,68,21.2,1,1.3,0.4333333,3.1,0,1.3,1,0,3,1.7,0.5666667,36.2,0.1,1.6,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,11,73.2,0.482,9.8,0.006,7.6,75.2,66,7,4.6,0.216,36.7,0.012,6,12.1,2,NA,NA,89.2,168.9,3.552397869,4.499703967
4259,1,APOE3,210614-24,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,6.855,1.8,84.9,4,7.2,0.5070423,33.5,2.2,4.9,3.3,0,8,7,0.4929577,18,2.5,4.5,5.3,0,NA,NA,NA,NA,NA,NA,NA,NA,18,78.5,4.485,1.7,0.057,57.3,20.7,1.8,10,22.2,0.531,0,0.027,9.7,10.1,0,12.9,4.7,86.7,99.6,9.738955823,57.53012048
4260,1,APOE3,210614-25,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,4.623,37.7,68.8,2,2.7,0.2842105,79.7,2.7,0,0.8,0,3,6.8,0.7157895,42.2,4.2,2.6,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,16,95.2,2.922,0,0.03,48.6,48.7,37.7,5,12.1,0.608,46.6,0.074,8.3,0,0,NA,NA,106.5,143.3,5.792044662,33.91486392
4261,1,APOE3,210614-26,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,1.814,68.1,36.6,0,0,0,NA,0,0,0,0,12,17.8,1,0,1.1,16.7,6.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,14,76.5,1.009,10,0.013,24.7,53.2,51.6,6,7.8,0.409,25.6,0.081,5,0,0,NA,NA,104.7,134.5,3.717472119,18.36431227
4262,1,APOE3,210614-27,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,1.253,98.8,10.5,0,0,0,NA,0,0,0,0,1,0.2,1,89.5,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,118.6,1.176,0,0.01,9.4,109.5,98.8,0,0,0,NA,NA,0,0,0,NA,NA,109.3,217.7,0,4.317868627
4263,1,APOE3,210614-28,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,4.345,13.3,74,5,6.6,0.5689655,27.6,6.6,0,3.9,0,7,5,0.4310345,19.6,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,15,72.2,1.983,0.6,0.027,36.9,35.4,9.6,7,18,0.942,19.5,0.046,17.4,2.8,0,17.4,8.3,87.3,102.1,17.04211557,36.1410382
4264,1,APOE3,210614-29,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,1.745,62.4,35.8,0,0,0,NA,0,0,0,0,2,2.6,1,38.8,2.6,0,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,9,108.3,1.507,1.1,0.014,25.5,84.2,62.4,3,4.9,0.033,41,0.016,2,0,0,NA,NA,98.2,174.1,1.148765078,14.64675474
4265,1,APOE3,210614-30,E3HN_M,E3HN,Male,12,Young,Control,Day3_Novel Object2,1,0.255,115.6,5.7,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,120,0.187,0.5,0.002,5.2,114.3,115.6,0,0,0,0,0,0.2,0,0,NA,NA,121.3,235.3,0.084997875,2.209944751
4266,1,APOE2,210614-1,E2HN_F,E2HN,Female,12,Young,HFD,Day5_NovelObject3,1,5.867,34.7,69.2,4,1.9,0.2467532,53.8,1.9,0,0.2,0,5,5.8,0.7532468,36.7,5.8,0,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,12,99.8,3.912,0,0.039,49.4,50.8,34.7,8,7.7,0.817,45.7,0.084,9.7,0,0,8.9,19.4,103.9,144.6,6.708160443,34.16320885
4267,1,APOE2,210614-2,E2HN_F,E2HN,Female,12,Young,HFD,Day5_NovelObject3,1,3.312,53.3,49.3,4,2.4,0.3,81.9,2.4,0,0.1,0,7,5.6,0.7,0.5,5.6,0,3.6,0,NA,NA,NA,NA,NA,NA,NA,NA,19,88.4,1.787,1.3,0.018,28.6,70.6,53.3,5,3.9,0.348,81.8,0.124,2.8,0,0,NA,NA,102.6,155.3,1.802962009,18.41596909
4268,1,APOE2,210614-3,E2HN_F,E2HN,Female,12,Young,HFD,Day5_NovelObject3,1,2.373,89.5,37.3,1,0.3,0.3333333,26.6,0.3,0,0.3,0,2,0.6,0.6666667,24.8,0.6,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,5,108.7,1.499,0,0.014,25.2,82.7,86.4,2,1.7,0.262,25.8,0.13,2,0,0,NA,NA,126.8,196.3,1.018848701,12.83749363
4269,1,APOE2,210614-4,E2HN_F,E2HN,Female,12,Young,HFD,Day5_NovelObject3,1,6.148,35.4,69.3,2,2.5,0.5,24.1,2.5,0,0.1,0,2,2.5,0.5,24.1,2.5,0,0.1,0,4,1.9,4.4,0.8,NA,NA,NA,NA,15,85.5,3.321,0.7,0.036,45.8,46.9,31.7,10,6.5,0.779,4.2,0.088,8.9,0,1.4,NA,NA,104.7,134.7,6.607275427,34.00148478
4270,1,APOE2,210614-5,E2HN_F,E2HN,Female,12,Young,HFD,Day5_NovelObject3,1,5.631,30.9,75.3,2,4.8,0.3934426,54.8,2.4,2.4,2,0,5,7.4,0.6065574,33.8,7.4,0,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,10,85.8,3.682,0,0.04,50.2,41.9,29.7,8,12.8,0.661,33.6,0.068,9.7,0,0,21.3,21.3,106.2,131.5,7.376425856,38.17490494
4271,1,APOE2,210614-6,E2HN_M,E2HN,Male,12,Young,HFD,Day5_NovelObject3,1,3.812,50.5,44.7,2,3.4,1,27.5,3.4,0,1.9,1.1,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,103.1,2.636,0,0.025,28.5,75.2,45.5,5,9,0.438,7,0.043,10.3,0,2.3,NA,NA,95.2,161.8,6.365883807,17.61433869
4272,1,APOE2,210614-7,E2HN_M,E2HN,Male,12,Young,HFD,Day5_NovelObject3,1,5.608,29.3,82.8,5,6.3,0.7974684,19.4,5.4,0.9,3.6,0,2,1.6,0.2025316,82,1.1,0.5,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,23,79.9,3.263,0,0.047,48.7,20.5,16.2,8,13.4,0.648,20.4,0.109,6,0,0,NA,NA,112.1,91.4,6.564551422,53.28227571
4273,1,APOE3,210614-8,E3HN_M,E3HN,Male,12,Young,HFD,Day5_NovelObject3,1,2.462,72.9,34.3,3,1.7,0.3269231,6.1,0.1,1.6,1.6,0,4,3.5,0.6730769,1.1,2.1,1.4,1,0,4,3.5,1.1,1,NA,NA,NA,NA,7,94,0.904,0,0.01,18.2,73.6,68.7,4,14.8,0.592,4.8,0.035,7.9,8.9,3.2,NA,NA,107.2,180.5,4.376731302,10.08310249
4274,1,APOE3,210614-9,E3HN_M,E3HN,Male,12,Young,HFD,Day5_NovelObject3,1,4.74,17.2,70.6,8,12.6,0.893617,7.7,5.3,7.3,7.5,2.9,3,1.5,0.106383,8.9,0.6,0.8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,14,75.1,2.619,0,0.035,40,35.7,14.3,11,17.9,0.938,7.9,0.048,14.7,4.8,0,17.8,12.6,87.8,109.5,13.42465753,36.52968037
4275,1,APOE3,210614-10,E3HN_M,E3HN,Male,12,Young,HFD,Day5_NovelObject3,1,3.951,26.5,66.1,9,7.9,0.5602837,9,6.2,1.7,3.8,0,7,6.2,0.4397163,0,3.7,2.5,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,13,69.1,1.959,0,0.031,33.4,29.5,14.5,8,19.1,0.788,53.4,0.04,14.5,5.2,3.9,NA,NA,92.6,101,14.35643564,33.06930693
4276,1,APOE3,210614-12,E3HN_M,E3HN,Male,12,Young,HFD,Day5_NovelObject3,1,8.178,67.6,73,3,5.7,0.4191176,14.2,5.7,0,0.9,0,3,7.9,0.5808824,66.9,3.1,4.8,0.9,0,3,7.9,66.9,0.9,NA,NA,NA,NA,8,89.9,4.594,0,0.052,47.4,40.4,63.4,6,9,0.833,6.6,0.083,5.7,4.3,1.1,NA,NA,140.6,162.3,3.512014787,29.2051756
4277,1,APOE3,210614-11,E3HN_M,E3HN,Male,12,Young,HFD,Day5_NovelObject3,1,1.241,95.2,19.9,0,0,0,NA,0,0,0,0,1,3.9,1,74.5,2.2,1.7,1.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,7,71.1,0.445,0,0.006,9.4,65.3,65.7,3,4.2,0.181,10.7,0.015,3.4,8.5,7.9,NA,NA,115.1,160.2,2.122347066,5.867665418
4278,1,APOE3,210614-13,E3HN_F,E3HN,Female,12,Young,HFD,Day5_NovelObject3,1,4.545,35.5,54.2,1,2,0.6451613,11.7,2,0,0,0,1,1.1,0.3548387,81.5,1.1,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,14,94.3,3.185,0,0.03,39.6,65.8,34.4,3,5.6,0.634,7.8,0.094,6.7,0,0,20.1,11.2,89.7,146.5,4.57337884,27.03071672
4279,1,APOE3,210614-14,E3HN_F,E3HN,Female,12,Young,HFD,Day5_NovelObject3,1,6.865,47,66,4,3.3,0.4583333,9.2,3.3,0,2.3,0,2,3.9,0.5416667,13.9,3.9,0,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,9,68.6,2.323,0,0.033,28.3,41.1,41,7,28.5,0.757,11.5,0.039,13,6.2,3.4,NA,NA,113,133,9.77443609,21.27819549
4280,1,APOE3,210614-15,E3HN_F,E3HN,Female,12,Young,HFD,Day5_NovelObject3,1,3.067,66.2,58.8,2,3.7,0.3592233,56.9,3.7,0,0.6,0,4,6.6,0.6407767,47.1,6.6,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,17,52.2,1.236,0,0.017,27.2,46.9,52.6,4,7,0.363,42.6,0.052,6.9,0,0,NA,NA,125,133.6,5.164670659,20.35928144
4281,1,APOE3,210614-16,E3HN_F,E3HN,Female,12,Young,HFD,Day5_NovelObject3,1,8.48,31.4,71.3,1,0.8,0.05031447,116.9,0.8,0,0.6,0,8,15.1,0.9496855,54,12.8,2.4,4.6,0,8,15.1,54,4.6,NA,NA,NA,NA,18,78.8,5.168,0,0.064,37.7,42.9,30,15,17.4,1.433,0.7,0.081,14.2,3.5,1.5,NA,NA,102.7,129.8,10.93990755,29.04468413
